Entrez	Symbol	Name	Length
2949	GSTM5	glutathione S-transferase mu 5	2982.5
1401	CRP	C-reactive protein, pentraxin-related	971
2147	F2	coagulation factor II (thrombin)	2025
3699	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	2768.5
2157	F8	coagulation factor VIII, procoagulant component	1748
925	CD8A	CD8a molecule	2861
6820	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	1232
11062	DUS4L	dihydrouridine synthase 4-like (S. cerevisiae)	2094
8886	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	3779
1577	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	1370
8557	TCAP	titin-cap	964
11001	SLC27A2	solute carrier family 27 (fatty acid transporter), member 2	2240
2936	GSR	glutathione reductase	2275
9465	AKAP7	A kinase (PRKA) anchor protein 7	2329
2161	F12	coagulation factor XII (Hageman factor)	1836
26240	FAM50B	family with sequence similarity 50, member B	1619
1852	DUSP9	dual specificity phosphatase 9	2410
5650	KLK7	kallikrein-related peptidase 7	1866
10266	RAMP2	receptor (G protein-coupled) activity modifying protein 2	787
638	BIK	BCL2-interacting killer (apoptosis-inducing)	954
9605	VPS9D1	VPS9 domain containing 1	2954
26085	KLK13	kallikrein-related peptidase 13	1243
421	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome	2356
3684	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	2295
9877	ZC3H11A	zinc finger CCCH-type containing 11A	4935
912	CD1D	CD1d molecule	2360
8631	SKAP1	src kinase associated phosphoprotein 1	1587.5
8839	WISP2	WNT1 inducible signaling pathway protein 2	1510.5
8711	TNK1	tyrosine kinase, non-receptor, 1	2853.5
4857	NOVA1	neuro-oncological ventral antigen 1	3885.5
9369	NRXN3	neurexin 3	4737
55346	TCP11L1	t-complex 11, testis-specific-like 1	2642
3575	IL7R	interleukin 7 receptor	1545
6519	SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	2327
25780	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	4532
7220	TRPC1	transient receptor potential cation channel, subfamily C, member 1	4078
80342	TRAF3IP3	TRAF3 interacting protein 3	2074
4919	ROR1	receptor tyrosine kinase-like orphan receptor 1	2839.5
6094	ROM1	retinal outer segment membrane protein 1	1879
7286	TUFT1	tuftelin 1	3085
444	ASPH	aspartate beta-hydroxylase	2744
8976	WASL	Wiskott-Aldrich syndrome-like	4429
11232	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	1458.5
4143	MAT1A	methionine adenosyltransferase I, alpha	3412
2913	GRM3	glutamate receptor, metabotropic 3	3426.5
5068	REG3A	regenerating islet-derived 3 alpha	813
6495	SIX1	SIX homeobox 1	2688
8685	MARCO	macrophage receptor with collagenous structure	1919
345	APOC3	apolipoprotein C-III	537
3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)	3460
3316	HSPB2	heat shock 27kDa protein 2	946
5122	PCSK1	proprotein convertase subtilisin/kexin type 1	4533.5
9172	MYOM2	myomesin 2	4212.5
885	CCK	cholecystokinin	1091
4314	MMP3	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	1838
3292	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1	2181.5
1047	CLGN	calmegin	2793.5
914	CD2	CD2 molecule	1535
51200	CPA4	carboxypeptidase A4	2727
25859	PART1	prostate androgen-regulated transcript 1 (non-protein coding)	2408
9256	BZRAP1	benzodiazapine receptor (peripheral) associated protein 1	7541
2688	GH1	growth hormone 1	696
1384	CRAT	carnitine O-acetyltransferase	2682.5
8912	CACNA1H	calcium channel, voltage-dependent, T type, alpha 1H subunit	4127
64063	PRSS22	protease, serine, 22	1226.5
2620	GAS2	growth arrest-specific 2	2211
7381	UQCRB	ubiquinol-cytochrome c reductase binding protein	4532
10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	1154
8941	CDK5R2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	2480
51043	ZBTB7B	zinc finger and BTB domain containing 7B	3699
7289	TULP3	tubby like protein 3	2385
10168	ZNF197	zinc finger protein 197	3032.5
6563	SLC14A1	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	3980
4804	NGFR	nerve growth factor receptor	3409
9450	LY86	lymphocyte antigen 86	694.5
6689	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	1472
9687	GREB1	growth regulation by estrogen in breast cancer 1	2352
6283	S100A12	S100 calcium binding protein A12	469
6545	SLC7A4	solute carrier family 7 (orphan transporter), member 4	2318.5
1820	ARID3A	AT rich interactive domain 3A (BRIGHT-like)	2807
8547	FCN3	ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen)	1021
5644	PRSS1	protease, serine, 1 (trypsin 1)	1267
624	BDKRB2	bradykinin receptor B2	4286
9659	PDE4DIP	phosphodiesterase 4D interacting protein	1593
9487	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L	1316
3706	ITPKA	inositol-trisphosphate 3-kinase A	1778
11277	TREX1	three prime repair exonuclease 1	1840
3977	LIFR	leukemia inhibitory factor receptor alpha	10194
23264	ZC3H7B	zinc finger CCCH-type containing 7B	5421
5463	POU6F1	POU class 6 homeobox 1	4704
5979	RET	ret proto-oncogene	4178
5587	PRKD1	protein kinase D1	3693
7625	ZNF74	zinc finger protein 74	3785
7704	ZBTB16	zinc finger and BTB domain containing 16	2410
3676	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	2335
5968	REG1B	regenerating islet-derived 1 beta	1231
4437	MSH3	mutS homolog 3 (E. coli)	4643
9832	JAKMIP2	janus kinase and microtubule interacting protein 2	3256
136	ADORA2B	adenosine A2b receptor	1887
2168	FABP1	fatty acid binding protein 1, liver	1171.5
22871	NLGN1	neuroligin 1	4925
415	ARSE	arylsulfatase E (chondrodysplasia punctata 1)	2230
9221	NOLC1	nucleolar and coiled-body phosphoprotein 1	3949
6583	SLC22A4	solute carrier family 22 (organic cation/ergothioneine transporter), member 4	1622.5
4776	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	4598
8900	CCNA1	cyclin A1	1850.5
3848	KRT1	keratin 1	2450
5368	PNOC	prepronociceptin	1312
3782	KCNN3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	2226
2302	FOXJ1	forkhead box J1	2543
4958	OMD	osteomodulin	2544
5427	POLE2	polymerase (DNA directed), epsilon 2, accessory subunit	1341.5
5745	PTH1R	parathyroid hormone 1 receptor	2205.5
5406	PNLIP	pancreatic lipase	1510
5346	PLIN1	perilipin 1	2937.5
2902	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	4283
6278	S100A7	S100 calcium binding protein A7	442
6508	SLC4A3	solute carrier family 4, anion exchanger, member 3	4242
3046	HBE1	hemoglobin, epsilon 1	896.5
6533	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	3834.5
8875	VNN2	vanin 2	1808
5649	RELN	reelin	11629
5865	RAB3B	RAB3B, member RAS oncogene family	1552
9466	IL27RA	interleukin 27 receptor, alpha	3271
1510	CTSE	cathepsin E	2093
10224	ZNF443	zinc finger protein 443	2667
10223	GPA33	glycoprotein A33 (transmembrane)	2800
2960	GTF2E1	general transcription factor IIE, polypeptide 1, alpha 56kDa	1828.5
4487	MSX1	msh homeobox 1	1937
26040	SETBP1	SET binding protein 1	5845.5
5334	PLCL1	phospholipase C-like 1	6641
2294	FOXF1	forkhead box F1	2563
3101	HK3	hexokinase 3 (white cell)	3000
10669	CGREF1	cell growth regulator with EF-hand domain 1	1728
22843	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent, 1E	6441.5
1551	CYP3A7	cytochrome P450, family 3, subfamily A, polypeptide 7	2092
4621	MYH3	myosin, heavy chain 3, skeletal muscle, embryonic	6057
1300	COL10A1	collagen, type X, alpha 1	3292
6296	ACSM3	acyl-CoA synthetase medium-chain family member 3	2121
6999	TDO2	tryptophan 2,3-dioxygenase	1705
8218	CLTCL1	clathrin, heavy chain-like 1	1865
3570	IL6R	interleukin 6 receptor	4138.5
7434	VIPR2	vasoactive intestinal peptide receptor 2	3956
11122	PTPRT	protein tyrosine phosphatase, receptor type, T	12667
759	CA1	carbonic anhydrase I	1326
4619	MYH1	myosin, heavy chain 1, skeletal muscle, adult	6059
3777	KCNK3	potassium channel, subfamily K, member 3	3980
9860	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	4089.5
6258	RXRG	retinoid X receptor, gamma	1238
29893	PSMC3IP	PSMC3 interacting protein	1391
5365	PLXNB3	plexin B3	4348
1444	CSHL1	chorionic somatomammotropin hormone-like 1	831
4322	MMP13	matrix metallopeptidase 13 (collagenase 3)	2724
79088	ZNF426	zinc finger protein 426	2359
10538	BATF	basic leucine zipper transcription factor, ATF-like	936
6884	TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	581
3790	KCNS3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	2367.5
13	AADAC	arylacetamide deacetylase	1612
4504	MT3	metallothionein 3	1067
10991	SLC38A3	solute carrier family 38, member 3	1271
3231	HOXD1	homeobox D1	1976
22868	FASTKD2	FAST kinase domains 2	6891.5
2041	EPHA1	EPH receptor A1	3379
9365	KL	klotho	3598.5
4246	SCGB2A1	secretoglobin, family 2A, member 1	524
3622	ING2	inhibitor of growth family, member 2	1085.5
6440	SFTPC	surfactant protein C	987
1800	DPEP1	dipeptidase 1 (renal)	1658
1393	CRHBP	corticotropin releasing hormone binding protein	1476.5
9625	AATK	apoptosis-associated tyrosine kinase	4177
911	CD1C	CD1c molecule	2240
8832	CD84	CD84 molecule	3172
7474	WNT5A	wingless-type MMTV integration site family, member 5A	5649.5
5396	PRRX1	paired related homeobox 1	4038.5
3600	IL15	interleukin 15	1875.5
6909	TBX2	T-box 2	3385
2005	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	2990
9657	IQCB1	IQ motif containing B1	2498
204	AK2	adenylate kinase 2	2296.5
10863	ADAM28	ADAM metallopeptidase domain 28	2196
1576	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4	2658
4224	MEP1A	meprin A, alpha (PABA peptide hydrolase)	2978.5
4852	NPY	neuropeptide Y	555
10149	GPR64	G protein-coupled receptor 64	4728
9662	CEP135	centrosomal protein 135kDa	3751
7053	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)	2689
22832	KIAA1009	KIAA1009	4668.5
10216	PRG4	proteoglycan 4	4774
7051	TGM1	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	2251
3026	HABP2	hyaluronan binding protein 2	1229
834	CASP1	caspase 1, apoptosis-related cysteine peptidase	1292
7044	LEFTY2	left-right determination factor 2	1922
51412	ACTL6B	actin-like 6B	1543
22887	FOXJ3	forkhead box J3	5282
28952	CCDC22	coiled-coil domain containing 22	1859
9856	KIAA0319	KIAA0319	6589.5
2290	FOXG1	forkhead box G1	2585
9306	SOCS6	suppressor of cytokine signaling 6	5778
54581	SCAND2P	SCAN domain containing 2 pseudogene	3955
4693	NDP	Norrie disease (pseudoglioma)	2005
10874	NMU	neuromedin U	373
3242	HPD	4-hydroxyphenylpyruvate dioxygenase	1674
7130	TNFAIP6	tumor necrosis factor, alpha-induced protein 6	1428
6274	S100A3	S100 calcium binding protein A3	741
10461	MERTK	c-mer proto-oncogene tyrosine kinase	3527
27063	ANKRD1	ankyrin repeat domain 1 (cardiac muscle)	1983
443	ASPA	aspartoacylase	1390
8078	USP5	ubiquitin specific peptidase 5 (isopeptidase T)	3173.5
1825	DSC3	desmocollin 3	6972
5966	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2554.5
7182	NR2C2	nuclear receptor subfamily 2, group C, member 2	8314
9363	RAB33A	RAB33A, member RAS oncogene family	1635
5600	MAPK11	mitogen-activated protein kinase 11	1543.5
9914	ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	3411
673	BRAF	v-raf murine sarcoma viral oncogene homolog B1	2962
8715	NOL4	nucleolar protein 4	3546
2784	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	1933
58495	OVOL2	ovo-like 2 (Drosophila)	1559
6403	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	3183
1996	ELAVL4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4	1958
7884	SLBP	stem-loop binding protein	1656
22869	ZNF510	zinc finger protein 510	5391
3827	KNG1	kininogen 1	1914.5
6627	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	756
6539	SLC6A12	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	3145
26191	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	2787
23405	DICER1	dicer 1, ribonuclease type III	2229
23759	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	2717
1807	DPYS	dihydropyrimidinase	1642
5889	RAD51C	RAD51 homolog C (S. cerevisiae)	1270
7490	WT1	Wilms tumor 1	2987
33	ACADL	acyl-CoA dehydrogenase, long chain	1795.5
2042	EPHA3	EPH receptor A3	5788
7349	UCN	urocortin	617
8292	COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	2955
3159	HMGA1	high mobility group AT-hook 1	1883
10233	LRRC23	leucine rich repeat containing 23	1305
3792	KEL	Kell blood group, metallo-endopeptidase	2564
9651	PLCH2	phospholipase C, eta 2	4413
9187	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	5503
10866	HCP5	HLA complex P5 (non-protein coding)	2539
575	BAI1	brain-specific angiogenesis inhibitor 1	5557
5801	PTPRR	protein tyrosine phosphatase, receptor type, R	2635
1491	CTH	cystathionase (cystathionine gamma-lyase)	1701
4148	MATN3	matrilin 3	1969
51750	RTEL1	regulator of telomere elongation helicase 1	5139
7584	ZNF35	zinc finger protein 35	2579
5003	SLC22A18AS	solute carrier family 22 (organic cation transporter), member 18 antisense	1352
10773	ZBTB6	zinc finger and BTB domain containing 6	4107
5583	PRKCH	protein kinase C, eta	2818.5
1368	CPM	carboxypeptidase M	6661
9837	GINS1	GINS complex subunit 1 (Psf1 homolog)	3357.5
5881	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	1065
3670	ISL1	ISL LIM homeobox 1	2717
2334	AFF2	AF4/FMR2 family, member 2	13660
6431	SRSF6	serine/arginine-rich splicing factor 6	3750
2523	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)	653
8357	HIST1H3H	histone cluster 1, H3h	2338
6036	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)	736
56311	ANKRD7	ankyrin repeat domain 7	1362
5868	RAB5A	RAB5A, member RAS oncogene family	2532
2043	EPHA4	EPH receptor A4	3966
1960	EGR3	early growth response 3	3912
6775	STAT4	signal transducer and activator of transcription 4	951
635	BHMT	betaine--homocysteine S-methyltransferase	2276
945	CD33	CD33 molecule	3180
270	AMPD1	adenosine monophosphate deaminase 1	2350.5
6665	SOX15	SRY (sex determining region Y)-box 15	1223.5
3996	LLGL1	lethal giant larvae homolog 1 (Drosophila)	4245
643	CXCR5	chemokine (C-X-C motif) receptor 5	2850
2004	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)	2156
152	ADRA2C	adrenoceptor alpha 2C	1778.5
433	ASGR2	asialoglycoprotein receptor 2	1234
1208	CLPS	colipase, pancreatic	480
4163	MCC	mutated in colorectal cancers	8239
54739	XAF1	XIAP associated factor 1	3279
27299	ADAMDEC1	ADAM-like, decysin 1	2362
7855	FZD5	frizzled family receptor 5	6564
9699	RIMS2	regulating synaptic membrane exocytosis 2	4717.5
5298	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	3672
9355	LHX2	LIM homeobox 2	2433
27304	MOCS3	molybdenum cofactor synthesis 3	2459
1811	SLC26A3	solute carrier family 26, member 3	2772.5
6005	RHAG	Rh-associated glycoprotein	1860
10389	SCML2	sex comb on midleg-like 2 (Drosophila)	2360
3563	IL3RA	interleukin 3 receptor, alpha (low affinity)	1447
63928	CHP2	calcineurin-like EF-hand protein 2	2373
939	CD27	CD27 molecule	1187
23436	CELA3B	chymotrypsin-like elastase family, member 3B	1170.5
116986	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	4445
57834	CYP4F11	cytochrome P450, family 4, subfamily F, polypeptide 11	2986
6017	RLBP1	retinaldehyde binding protein 1	1760
1244	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	5083
2709	GJB5	gap junction protein, beta 5, 31.1kDa	1284
5806	PTX3	pentraxin 3, long	1940
7555	CNBP	CCHC-type zinc finger, nucleic acid binding protein	3361
2662	GDF10	growth differentiation factor 10	2673
10930	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	1551.5
6861	SYT5	synaptotagmin V	2134.5
4081	MAB21L1	mab-21-like 1 (C. elegans)	2514
9635	CLCA2	chloride channel accessory 2	4036
395	ARHGAP6	Rho GTPase activating protein 6	3896
154	ADRB2	adrenoceptor beta 2, surface	2034
140	ADORA3	adenosine A3 receptor	2155
3598	IL13RA2	interleukin 13 receptor, alpha 2	1548
7673	ZNF222	zinc finger protein 222	1652
654	BMP6	bone morphogenetic protein 6	3111
383	ARG1	arginase, liver	1455
5322	PLA2G5	phospholipase A2, group V	2591
11076	TPPP	tubulin polymerization promoting protein	6322.5
65988	ZNF747	zinc finger protein 747	2363
7693	ZNF134	zinc finger protein 134	2202
1399	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	3688.5
1414	CRYBB1	crystallin, beta B1	927
4356	MPP3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	2124.5
9831	ZNF623	zinc finger protein 623	3961
2840	GPR17	G protein-coupled receptor 17	2454
1041	CDSN	corneodesmosin	2548
3221	HOXC4	homeobox C4	1985
2689	GH2	growth hormone 2	828
10900	RUNDC3A	RUN domain containing 3A	1862
8382	NME5	NME/NM23 family member 5	1231
1087	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	1339
311	ANXA11	annexin A11	2580
4223	MEOX2	mesenchyme homeobox 2	1916.5
5957	RCVRN	recoverin	656
2888	GRB14	growth factor receptor-bound protein 14	2391
4064	CD180	CD180 molecule	2718
1178	CLC	Charcot-Leyden crystal protein	633
762	CA4	carbonic anhydrase IV	1053.5
1071	CETP	cholesteryl ester transfer protein, plasma	1642.5
6401	SELE	selectin E	3888
1358	CPA2	carboxypeptidase A2 (pancreatic)	1177
7480	WNT10B	wingless-type MMTV integration site family, member 10B	2204.5
7941	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	1656.5
4978	OPCML	opioid binding protein/cell adhesion molecule-like	6333
26576	SRPK3	SRSF protein kinase 3	1959
1896	EDA	ectodysplasin A	1188.5
4113	MAGEB2	melanoma antigen family B, 2	1612
7409	VAV1	vav 1 guanine nucleotide exchange factor	2833
22821	RASA3	RAS p21 protein activator 3	4198
8794	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	1283
22853	LMTK2	lemur tyrosine kinase 2	5616
1469	CST1	cystatin SN	762
22847	ZNF507	zinc finger protein 507	6608.5
3273	HRG	histidine-rich glycoprotein	1958
8483	CILP	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	4477
5076	PAX2	paired box 2	4066
3975	LHX1	LIM homeobox 1	1827.5
3780	KCNN1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	2114.5
9331	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	4704
4326	MMP17	matrix metallopeptidase 17 (membrane-inserted)	2358
3981	LIG4	ligase IV, DNA, ATP-dependent	3978
2828	GPR4	G protein-coupled receptor 4	3047
3084	NRG1	neuregulin 1	2299
10138	YAF2	YY1 associated factor 2	4097
6690	SPINK1	serine peptidase inhibitor, Kazal type 1	445
7695	ZNF136	zinc finger protein 136	2910
3841	KPNA5	karyopherin alpha 5 (importin alpha 6)	2172
9032	TM4SF5	transmembrane 4 L six family member 5	713
7079	TIMP4	TIMP metallopeptidase inhibitor 4	1429
1378	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	2601
5210	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	3474
4277	MICB	MHC class I polypeptide-related sequence B	2407
5581	PRKCE	protein kinase C, epsilon	3270.5
552	AVPR1A	arginine vasopressin receptor 1A	4156
1740	DLG2	discs, large homolog 2 (Drosophila)	7100
1950	EGF	epidermal growth factor	4774.5
640	BLK	B lymphoid tyrosine kinase	2214
1369	CPN1	carboxypeptidase N, polypeptide 1	1765
26093	CCDC9	coiled-coil domain containing 9	2088
29906	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	2536
5624	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	1837
7047	TGM4	transglutaminase 4 (prostate)	1751
8187	ZNF239	zinc finger protein 239	2051
126	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	1478
2329	FMO4	flavin containing monooxygenase 4	2148
2822	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	1926
4145	MATK	megakaryocyte-associated tyrosine kinase	2120
10637	LEFTY1	left-right determination factor 1	1619
8521	GCM1	glial cells missing homolog 1 (Drosophila)	1919
5582	PRKCG	protein kinase C, gamma	2471
7098	TLR3	toll-like receptor 3	2520
10650	SLMO1	slowmo homolog 1 (Drosophila)	1725
9696	CROCC	ciliary rootlet coiled-coil, rootletin	2631
9645	MICAL2	microtubule associated monoxygenase, calponin and LIM domain containing 2	3931
8581	LY6D	lymphocyte antigen 6 complex, locus D	805
5029	P2RY2	purinergic receptor P2Y, G-protein coupled, 2	2591
5724	PTAFR	platelet-activating factor receptor	1924
5616	PRKY	protein kinase, Y-linked, pseudogene	7223
1016	CDH18	cadherin 18, type 2	2943
116	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	3175.5
4867	NPHP1	nephronophthisis 1 (juvenile)	2597
5229	PGGT1B	protein geranylgeranyltransferase type I, beta subunit	2735
3201	HOXA4	homeobox A4	1729
4922	NTS	neurotensin	1234
6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	1993
3284	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	2301
3606	IL18	interleukin 18 (interferon-gamma-inducing factor)	1151
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	2121
11330	CTRC	chymotrypsin C (caldecrin)	833.5
27112	FAM155B	family with sequence similarity 155, member B	4020
5744	PTHLH	parathyroid hormone-like hormone	1595.5
7006	TEC	tec protein tyrosine kinase	3637
11163	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	4813
4608	MYBPH	myosin binding protein H	1817
731	C8A	complement component 8, alpha polypeptide	2403
6263	RYR3	ryanodine receptor 3	15654
2297	FOXD1	forkhead box D1	2267
1787	TRDMT1	tRNA aspartic acid methyltransferase 1	7146
11061	LECT1	leukocyte cell derived chemotaxin 1	1450
6691	SPINK2	serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)	595
5319	PLA2G1B	phospholipase A2, group IB (pancreas)	503.5
2984	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	2714.5
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	3487
55888	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	1883
9244	CRLF1	cytokine receptor-like factor 1	1801
9735	KNTC1	kinetochore associated 1	5387.5
11194	ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	4420.5
4093	SMAD9	SMAD family member 9	2248
5989	RFX1	regulatory factor X, 1 (influences HLA class II expression)	3264.5
8224	SYN3	synapsin III	2908.5
4983	OPHN1	oligophrenin 1	5235
23604	DAPK2	death-associated protein kinase 2	2639
866	SERPINA6	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	1570.5
2922	GRP	gastrin-releasing peptide	829
1013	CDH15	cadherin 15, type 1, M-cadherin (myotubule)	2238
2134	EXTL1	exostosin-like glycosyltransferase 1	4023
53358	SHC3	SHC (Src homology 2 domain containing) transforming protein 3	2419
10203	CALCRL	calcitonin receptor-like	4843
3428	IFI16	interferon, gamma-inducible protein 16	1585
4440	MSI1	musashi RNA-binding protein 1	2965
8513	LIPF	lipase, gastric	1490
2588	GALNS	galactosamine (N-acetyl)-6-sulfate sulfatase	2106
6372	CXCL6	chemokine (C-X-C motif) ligand 6	1662
1236	CCR7	chemokine (C-C motif) receptor 7	2174
9607	CARTPT	CART prepropeptide	911
3559	IL2RA	interleukin 2 receptor, alpha	2097
5444	PON1	paraoxonase 1	1723
5618	PRLR	prolactin receptor	1492
5165	PDK3	pyruvate dehydrogenase kinase, isozyme 3	1846
9211	LGI1	leucine-rich, glioma inactivated 1	2182
325	APCS	amyloid P component, serum	932
5192	PEX10	peroxisomal biogenesis factor 10	2048
1339	COX6A2	cytochrome c oxidase subunit VIa polypeptide 2	412
28234	SLCO1B3	solute carrier organic anion transporter family, member 1B3	2525.5
2774	GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	3620.5
80207	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)	4874
5619	PRM1	protamine 1	410
9021	SOCS3	suppressor of cytokine signaling 3	2736
11251	PTGDR2	prostaglandin D2 receptor 2	2912
4294	MAP3K10	mitogen-activated protein kinase kinase kinase 10	2835.5
9928	KIF14	kinesin family member 14	7100
6375	XCL1	chemokine (C motif) ligand 1	1225
5972	REN	renin	1475
10814	CPLX2	complexin 2	4705.5
5294	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	5216
2352	FOLR3	folate receptor 3 (gamma)	914
4618	MYF6	myogenic factor 6 (herculin)	1297
7545	ZIC1	Zic family member 1	5232
1850	DUSP8	dual specificity phosphatase 8	4480
8988	HSPB3	heat shock 27kDa protein 3	764
55117	SLC6A15	solute carrier family 6 (neutral amino acid transporter), member 15	4311.5
2295	FOXF2	forkhead box F2	2140
4250	SCGB2A2	secretoglobin, family 2A, member 2	499.5
5199	CFP	complement factor properdin	2300
6326	SCN2A	sodium channel, voltage-gated, type II, alpha subunit	8819
627	BDNF	brain-derived neurotrophic factor	4028
9908	G3BP2	GTPase activating protein (SH3 domain) binding protein 2	4320
10368	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	2704
288	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	4887.5
6906	SERPINA7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	1563
1045	CDX2	caudal type homeobox 2	2092
5139	PDE3A	phosphodiesterase 3A, cGMP-inhibited	4140
5196	PF4	platelet factor 4	479
5918	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	1207.5
7136	TNNI2	troponin I type 2 (skeletal, fast)	732
4606	MYBPC2	myosin binding protein C, fast type	3626
1608	DGKG	diacylglycerol kinase, gamma 90kDa	5729
6505	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	3734
930	CD19	CD19 molecule	1864
773	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	4529
8620	NPFF	neuropeptide FF-amide peptide precursor	595
9745	ZNF536	zinc finger protein 536	4937
2254	FGF9	fibroblast growth factor 9 (glia-activating factor)	4533
4184	SMCP	sperm mitochondria-associated cysteine-rich protein	764
